"Order_ID","Order_Date","Customer_ID","Product_ID","Store_ID","Quantity","Unit_Price","Discount_%","Discount_Amount","Gross_Sales","Net_Sales","Profit","Payment_Mode","Order_Status"
"O507689","2024-10-12 00:00:00","C204694","P100569","S3040","4","7873.38","0","0","31493.52","31493.52","18128.28","UPI","Cancelled"
"O507690","2025-11-29 00:00:00","C200386","P100103","S3019","3","1541.05","5","231.16","4623.15","4391.99","-8115.19","UPI","Completed"
"O507691","2024-08-07 00:00:00","C204407","P100780","S3033","1","5181.66","10","518.17","5181.66","4663.49","1579.44","Cash","Completed"
"O507692","2024-10-20 00:00:00","C200923","P100465","S3053","2","5120.3","5","512.03","10240.6","9728.57","1678.61","Debit Card","Completed"
"O507693","2024-04-26 00:00:00","C203948","P100792","S3068","2","3378.72","10","675.74","6757.44","6081.7","3484.52","Cash","Completed"
"O507694","2025-11-26 00:00:00","C202036","P100165","S3004","3","2111.72","0","0","6335.16","6335.16","-8426.91","UPI","Completed"
"O507695","2025-04-29 00:00:00","C201813","P100661","S3021","3","6451.14","10","1935.34","19353.42","17418.08","6989.48","Cash","Completed"
"O507696","2025-05-05 00:00:00","C204820","P100637","S3078","2","6633.95","0","0","13267.9","13267.9","3606.26","Wallet","Completed"
"O507697","2024-04-14 00:00:00","C203761","P100244","S3023","1","7256.65","0","0","7256.65","7256.65","3238.1","UPI","Completed"
"O507698","2024-04-09 00:00:00","C201512","P100177","S3109","1","6816.88","10","681.69","6816.88","6135.19","1785.51","UPI","Completed"
"O507699","2024-07-20 00:00:00","C203236","P100615","S3051","2","1068.58","15","320.57","2137.16","1816.59","-1.31","UPI","Completed"
"O507700","2024-11-23 00:00:00","C200228","P100092","S3016","5","7470.26","0","0","37351.3","37351.3","18471.55","Debit Card","Completed"
"O507701","2025-04-04 00:00:00","C204263","P100784","S3117","3","4043.18","20","2425.91","12129.54","9703.63","6621.19","Credit Card","Completed"
"O507702","2024-01-01 00:00:00","C204925","P100057","S3059","1","5589.3","5","279.47","5589.3","5309.84","860.53","Debit Card","Completed"
"O507703","2025-05-20 00:00:00","C203601","P100451","S3119","2","7943.11","10","1588.62","15886.22","14297.6","12259.4","Wallet","Completed"
"O507704","2024-01-16 00:00:00","C203971","P100609","S3007","4","7282.88","0","0","29131.52","29131.52","11744","Cash","Completed"
"O507705","2024-11-16 00:00:00","C203211","P100273","S3002","3","708.9","10","212.67","2126.7","1914.03","-1199.19","UPI","Cancelled"
"O507706","2024-11-16 00:00:00","C204535","P100509","S3065","4","5564.54","0","0","22258.16","22258.16","7468.04","UPI","Completed"
"O507707","2025-10-20 00:00:00","C200692","P100000","S3038","3","4396.61","10","1318.98","13189.83","11870.85","5517","Debit Card","Completed"
"O507708","2025-09-21 00:00:00","C202930","P100537","S3007","2","2777.58","15","833.27","5555.16","4721.89","2722.41","Credit Card","Completed"
"O507709","2025-04-24 00:00:00","C202179","P100010","S3027","3","6738.37","5","1010.76","20215.11","19204.35","18788.91","Debit Card","Completed"
"O507710","2024-01-16 00:00:00","C203764","P100254","S3049","5","4953.16","10","2476.58","24765.8","22289.22","3932.37","Cash","Completed"
"O507711","2024-06-02 00:00:00","C200619","P100338","S3104","2","956.91","0","0","1913.82","1913.82","154.38","Cash","Completed"
"O507712","2025-06-07 00:00:00","C203105","P100248","S3114","3","1679.96","10","503.99","5039.88","4535.89","-8902.13","UPI","Completed"
"O507713","2024-02-15 00:00:00","C200333","P100114","S3105","4","3482.88","20","2786.3","13931.52","11145.22","8827.02","Credit Card","Completed"
"O507714","2025-04-23 00:00:00","C201147","P100456","S3056","3","3335.29","20","2001.17","10005.87","8004.7","-5911.76","Cash","Completed"
"O507715","2025-09-06 00:00:00","C201052","P100604","S3096","1","392.52","5","19.63","392.52","372.89","-4283.56","UPI","Completed"
"O507716","2025-01-29 00:00:00","C201358","P100123","S3116","3","5845.28","15","2630.38","17535.84","14905.46","4540.37","Wallet","Completed"
"O507717","2024-02-16 00:00:00","C201602","P100454","S3024","2","3205.04","10","641.01","6410.08","5769.07","-3221.43","UPI","Completed"
"O507718","2024-05-16 00:00:00","C204861","P100415","S3001","2","5102.1","20","2040.84","10204.2","8163.36","165","UPI","Completed"
"O507719","2024-02-03 00:00:00","C203814","P100168","S3049","3","4557.42","15","2050.84","13672.26","11621.42","8056.58","Cash","Completed"
"O507720","2024-04-28 00:00:00","C200993","P100727","S3066","2","6594.48","20","2637.79","13188.96","10551.17","8964.49","UPI","Completed"
"O507721","2024-06-16 00:00:00","C203760","P100244","S3002","2","7256.65","0","0","14513.3","14513.3","6476.2","UPI","Completed"
"O507722","2025-11-27 00:00:00","C200552","P100037","S3019","2","4469.47","0","0","8938.94","8938.94","8266.3","Credit Card","Completed"
"O507723","2024-10-02 00:00:00","C203524","P100339","S3053","5","3426.58","20","3426.58","17132.9","13706.32","12548.72","UPI","Completed"
"O507724","2025-11-13 00:00:00","C202316","P100672","S3099","3","6686.43","20","4011.86","20059.29","16047.43","2731.36","Credit Card","Completed"
"O507725","2025-03-14 00:00:00","C204904","P100340","S3086","5","412.84","0","0","2064.2","2064.2","-16411.75","Credit Card","Completed"
"O507726","2025-09-10 00:00:00","C201286","P100085","S3023","5","2679.29","0","0","13396.45","13396.45","-7905.45","Debit Card","Completed"
"O507727","2024-06-03 00:00:00","C203682","P100234","S3056","2","5105.89","5","510.59","10211.78","9701.19","8565.97","Cash","Completed"
"O507728","2024-02-19 00:00:00","C202118","P100303","S3116","2","5102.41","20","2040.96","10204.82","8163.86","977.2","Wallet","Completed"
"O507729","2024-12-31 00:00:00","C202379","P100042","S3045","2","1683.65","15","505.1","3367.3","2862.2","1040.64","Wallet","Completed"
"O507730","2025-07-14 00:00:00","C200423","P100229","S3108","4","1693.83","5","338.77","6775.32","6436.55","-5000.77","UPI","Completed"
"O507731","2025-03-10 00:00:00","C204418","P100353","S3079","2","6648.81","20","2659.52","13297.62","10638.1","10148.6","UPI","Completed"
"O507732","2024-11-30 00:00:00","C204630","P100735","S3113","5","2331.45","0","0","11657.25","11657.25","9643.65","Debit Card","Completed"
"O507733","2024-11-30 00:00:00","C204701","P100486","S3088","2","160.24","5","16.02","320.48","304.46","-6063.74","Wallet","Completed"
"O507734","2024-07-14 00:00:00","C203648","P100279","S3070","5","5705.12","15","4278.84","28525.6","24246.76","2507.01","UPI","Cancelled"
"O507735","2025-08-28 00:00:00","C202676","P100211","S3056","5","7046.29","20","7046.29","35231.45","28185.16","16042.61","Debit Card","Completed"
"O507736","2024-06-21 00:00:00","C200991","P100433","S3099","4","1815.02","10","726.01","7260.08","6534.07","-5931.85","Cash","Completed"
"O507737","2024-07-14 00:00:00","C204293","P100261","S3102","4","7874.15","20","6299.32","31496.6","25197.28","5675.16","Cash","Completed"
"O507738","2024-12-28 00:00:00","C200197","P100357","S3086","1","5653.19","20","1130.64","5653.19","4522.55","2907.58","Wallet","Completed"
"O507739","2025-06-24 00:00:00","C203251","P100034","S3045","1","1569.16","0","0","1569.16","1569.16","596.29","Credit Card","Completed"
"O507740","2024-06-21 00:00:00","C201156","P100298","S3084","3","4997.75","0","0","14993.25","14993.25","11714.91","UPI","Completed"
"O507741","2024-01-30 00:00:00","C204051","P100070","S3004","5","4859.62","0","0","24298.1","24298.1","18598.55","Credit Card","Completed"
"O507742","2025-02-24 00:00:00","C203529","P100410","S3025","3","5245.62","10","1573.69","15736.86","14163.17","8011.7","Debit Card","Completed"
"O507743","2025-06-29 00:00:00","C203620","P100329","S3104","4","5392.2","15","3235.32","21568.8","18333.48","14772.28","Cash","Completed"
"O507744","2024-09-04 00:00:00","C204510","P100286","S3021","4","6639.73","5","1327.95","26558.92","25230.97","24236.81","UPI","Completed"
"O507745","2024-10-08 00:00:00","C204879","P100498","S3028","2","3422.51","0","0","6845.02","6845.02","4400","Debit Card","Completed"
"O507746","2025-10-12 00:00:00","C203949","P100739","S3003","5","6009.27","15","4506.95","30046.35","25539.4","16546.45","Debit Card","Completed"
"O507747","2024-11-13 00:00:00","C200239","P100026","S3100","1","7935.13","0","0","7935.13","7935.13","6738.36","UPI","Completed"
"O507748","2025-03-26 00:00:00","C201385","P100091","S3023","3","7986.91","15","3594.11","23960.73","20366.62","11030.23","Wallet","Completed"
"O507749","2024-08-10 00:00:00","C200034","P100526","S3084","1","5532.17","20","1106.43","5532.17","4425.74","823.63","UPI","Completed"
"O507750","2024-12-28 00:00:00","C204854","P100571","S3089","1","7692.19","5","384.61","7692.19","7307.58","2668.05","Credit Card","Completed"
"O507751","2024-07-16 00:00:00","C200025","P100012","S3064","1","4374.52","20","874.9","4374.52","3499.62","1332.14","UPI","Completed"
"O507752","2024-04-03 00:00:00","C200676","P100430","S3087","4","4171.26","0","0","16685.04","16685.04","15035.76","Debit Card","Completed"
"O507753","2025-11-06 00:00:00","C202867","P100032","S3073","2","5885.92","20","2354.37","11771.84","9417.47","7569.85","Cash","Completed"
"O507754","2025-06-07 00:00:00","C200106","P100107","S3108","5","271.6","0","0","1358","1358","-14160.95","UPI","Completed"
"O507755","2025-01-19 00:00:00","C200694","P100733","S3006","5","2229.56","0","0","11147.8","11147.8","-6831.2","Debit Card","Completed"
"O507756","2024-02-29 00:00:00","C201877","P100522","S3082","2","4691.01","0","0","9382.02","9382.02","7931.26","Debit Card","Completed"
"O507757","2024-11-05 00:00:00","C200108","P100415","S3079","4","5102.1","0","0","20408.4","20408.4","4411.68","Cash","Completed"
"O507758","2024-05-29 00:00:00","C202725","P100648","S3057","3","7077.04","20","4246.22","21231.12","16984.9","15923.86","UPI","Completed"
"O507759","2025-08-03 00:00:00","C204413","P100246","S3033","1","7869.49","0","0","7869.49","7869.49","3786.11","Debit Card","Completed"
"O507760","2024-01-01 00:00:00","C201593","P100323","S3068","4","6979.94","20","5583.95","27919.76","22335.81","6821.05","Debit Card","Returned"
"O507761","2025-05-09 00:00:00","C202006","P100067","S3041","5","4673.47","15","3505.1","23367.35","19862.25","1707.6","Cash","Completed"
"O507762","2025-09-01 00:00:00","C202135","P100233","S3038","2","4654.54","10","930.91","9309.08","8378.17","6620.09","Debit Card","Completed"
"O507763","2025-08-05 00:00:00","C201050","P100355","S3085","1","6992.21","15","1048.83","6992.21","5943.38","3654.99","UPI","Completed"
"O507764","2024-11-09 00:00:00","C201505","P100710","S3104","3","3853.38","0","0","11560.14","11560.14","-2776.59","Cash","Completed"
"O507765","2024-04-12 00:00:00","C200002","P100404","S3014","2","5644.86","5","564.49","11289.72","10725.23","6596.85","UPI","Completed"
"O507766","2025-04-02 00:00:00","C201619","P100627","S3055","4","2343.41","0","0","9373.64","9373.64","5711.84","Wallet","Completed"
"O507767","2025-03-24 00:00:00","C203222","P100412","S3063","3","4837.16","10","1451.15","14511.48","13060.33","2996.56","Wallet","Completed"
"O507768","2025-08-22 00:00:00","C203604","P100592","S3069","2","1182.44","10","236.49","2364.88","2128.39","-7247.49","UPI","Completed"
"O507769","2024-10-30 00:00:00","C202161","P100526","S3076","2","5532.17","0","0","11064.34","11064.34","3860.12","Wallet","Completed"
"O507770","2025-02-26 00:00:00","C203858","P100365","S3063","3","2434.12","0","0","7302.36","7302.36","-2338.56","UPI","Returned"
"O507771","2024-10-01 00:00:00","C200976","P100019","S3071","3","5119.43","20","3071.66","15358.29","12286.63","5935.57","Wallet","Completed"
"O507772","2025-08-06 00:00:00","C204221","P100092","S3086","1","7470.26","10","747.03","7470.26","6723.23","2947.28","UPI","Completed"
"O507773","2025-01-03 00:00:00","C202015","P100779","S3044","3","6272.04","15","2822.42","18816.12","15993.7","9318.55","Debit Card","Completed"
"O507774","2025-08-01 00:00:00","C202804","P100608","S3058","4","7715.11","10","3086.04","30860.44","27774.4","10190.52","Credit Card","Cancelled"
"O507775","2024-05-04 00:00:00","C200992","P100477","S3074","1","6029.33","5","301.47","6029.33","5727.86","2168.08","Wallet","Completed"
"O507776","2025-06-30 00:00:00","C201386","P100216","S3039","2","6194.34","0","0","12388.68","12388.68","7349.68","Cash","Completed"
"O507777","2025-12-26 00:00:00","C203625","P100119","S3088","1","3708.84","5","185.44","3708.84","3523.4","341.92","UPI","Completed"
"O507778","2024-01-09 00:00:00","C202616","P100667","S3063","4","5440.42","20","4352.34","21761.68","17409.34","11145.5","Cash","Returned"
"O507779","2025-01-20 00:00:00","C204214","P100145","S3013","1","597.7","10","59.77","597.7","537.93","-866.52","Wallet","Completed"
"O507780","2025-11-21 00:00:00","C202775","P100094","S3075","2","3416.28","5","341.63","6832.56","6490.93","-2329.69","Wallet","Completed"
"O507781","2024-09-20 00:00:00","C202179","P100604","S3029","1","392.52","5","19.63","392.52","372.89","-4283.56","Credit Card","Completed"
"O507782","2025-06-25 00:00:00","C203781","P100753","S3110","2","2933.05","20","1173.22","5866.1","4692.88","1667.98","Debit Card","Completed"
"O507783","2024-02-04 00:00:00","C201712","P100733","S3017","5","2229.56","20","2229.56","11147.8","8918.24","-9060.76","UPI","Completed"
"O507784","2024-06-03 00:00:00","C203594","P100120","S3060","1","3905.11","5","195.26","3905.11","3709.85","-953.69","Debit Card","Completed"
"O507785","2025-08-09 00:00:00","C201453","P100377","S3064","1","6373.06","20","1274.61","6373.06","5098.45","247.39","Cash","Cancelled"
"O507786","2025-02-19 00:00:00","C203844","P100555","S3082","5","325.17","20","325.17","1625.85","1300.68","-12754.47","Debit Card","Completed"
"O507787","2025-12-14 00:00:00","C201297","P100434","S3007","2","370.83","10","74.17","741.66","667.49","-4021.11","Wallet","Completed"
"O507788","2024-08-06 00:00:00","C200812","P100671","S3017","4","5923.93","10","2369.57","23695.72","21326.15","18538.07","Wallet","Completed"
"O507789","2025-03-20 00:00:00","C201466","P100277","S3037","4","6566.98","5","1313.4","26267.92","24954.52","19652.4","Wallet","Completed"
"O507790","2025-12-21 00:00:00","C203195","P100284","S3036","5","2913.76","10","1456.88","14568.8","13111.92","3678.72","Cash","Completed"
"O507791","2024-03-11 00:00:00","C200382","P100689","S3045","1","6481.22","5","324.06","6481.22","6157.16","6047.16","Wallet","Completed"
"O507792","2024-11-05 00:00:00","C204303","P100770","S3051","4","1402.27","15","841.36","5609.08","4767.72","-10244.12","Wallet","Completed"
"O507793","2025-02-21 00:00:00","C200730","P100583","S3094","4","2133.93","5","426.79","8535.72","8108.93","5380.21","Debit Card","Completed"
"O507794","2024-01-05 00:00:00","C203060","P100762","S3011","2","7715.5","20","3086.2","15431","12344.8","6994.8","Wallet","Completed"
"O507795","2024-08-09 00:00:00","C204290","P100175","S3109","2","1864.51","15","559.35","3729.02","3169.67","-6515.45","Cash","Returned"
"O507796","2024-03-04 00:00:00","C203444","P100689","S3025","1","6481.22","15","972.18","6481.22","5509.04","5399.04","UPI","Completed"
"O507797","2024-09-02 00:00:00","C203363","P100237","S3019","5","7327.51","15","5495.63","36637.55","31141.92","30110.17","UPI","Completed"
"O507798","2024-11-09 00:00:00","C204523","P100787","S3040","4","1734.35","0","0","6937.4","6937.4","1076.44","Debit Card","Completed"
"O507799","2024-01-20 00:00:00","C204463","P100136","S3106","1","2314.92","0","0","2314.92","2314.92","1620.99","Credit Card","Completed"
"O507800","2024-03-17 00:00:00","C203134","P100687","S3069","4","2842.66","10","1137.06","11370.64","10233.58","-565.58","Cash","Completed"
"O507801","2024-12-21 00:00:00","C204238","P100773","S3082","1","7731.1","0","0","7731.1","7731.1","7047.03","Wallet","Completed"
"O507802","2024-01-13 00:00:00","C202409","P100733","S3117","2","2229.56","15","668.87","4459.12","3790.25","-3401.35","Credit Card","Completed"
"O507803","2024-12-22 00:00:00","C201524","P100015","S3097","4","2436.58","0","0","9746.32","9746.32","5224.88","Wallet","Completed"
"O507804","2024-12-01 00:00:00","C204864","P100372","S3104","5","4778.31","15","3583.73","23891.55","20307.82","19315.97","UPI","Completed"
"O507805","2025-06-24 00:00:00","C200113","P100398","S3030","5","4847.23","15","3635.42","24236.15","20600.73","4232.73","UPI","Completed"
"O507806","2024-05-27 00:00:00","C204177","P100373","S3013","4","7147.04","0","0","28588.16","28588.16","22291.16","Credit Card","Completed"
"O507807","2025-10-10 00:00:00","C204789","P100431","S3108","2","123.61","15","37.08","247.22","210.14","-5864","Credit Card","Completed"
"O507808","2025-01-17 00:00:00","C200674","P100565","S3043","1","2566.62","10","256.66","2566.62","2309.96","1781.41","Credit Card","Completed"
"O507809","2024-02-14 00:00:00","C200490","P100754","S3072","5","2221.51","5","555.38","11107.55","10552.17","-8736.08","Wallet","Completed"
"O507810","2024-03-23 00:00:00","C203957","P100009","S3080","4","4086.35","5","817.27","16345.4","15528.13","14494.69","Wallet","Completed"
"O507811","2024-08-11 00:00:00","C201586","P100337","S3079","2","7816.26","5","781.63","15632.52","14850.89","13097.17","Cash","Completed"
"O507812","2025-11-05 00:00:00","C200469","P100059","S3082","3","4987.15","0","0","14961.45","14961.45","2008.86","Wallet","Returned"
"O507813","2024-03-13 00:00:00","C200943","P100249","S3092","2","1539.06","15","461.72","3078.12","2616.4","-2904.76","Cash","Completed"
"O507814","2024-10-24 00:00:00","C201671","P100112","S3092","3","7530.18","0","0","22590.54","22590.54","14421.75","Debit Card","Completed"
"O507815","2025-01-25 00:00:00","C202410","P100112","S3033","5","7530.18","10","3765.09","37650.9","33885.81","20271.16","Credit Card","Completed"
"O507816","2024-09-20 00:00:00","C201805","P100146","S3080","3","3941.56","20","2364.94","11824.68","9459.74","-5497.57","Cash","Completed"
"O507817","2025-05-21 00:00:00","C203002","P100553","S3019","2","3122.92","5","312.29","6245.84","5933.55","-4008.43","Cash","Completed"
"O507818","2025-12-15 00:00:00","C204211","P100518","S3068","3","6871.89","20","4123.13","20615.67","16492.54","10537.6","Cash","Completed"
"O507819","2025-08-26 00:00:00","C202816","P100395","S3051","4","2590.22","0","0","10360.88","10360.88","5890.52","Credit Card","Completed"
"O507820","2025-03-21 00:00:00","C204814","P100660","S3007","5","2921.03","10","1460.52","14605.15","13144.64","10393.74","UPI","Completed"
"O507821","2024-01-08 00:00:00","C203608","P100341","S3090","5","5940.04","5","1485.01","29700.2","28215.19","11536.04","Debit Card","Completed"
"O507822","2025-11-02 00:00:00","C200493","P100115","S3107","3","6992.02","0","0","20976.06","20976.06","9524.79","Cash","Completed"
"O507823","2024-03-20 00:00:00","C201150","P100275","S3030","2","1564.3","15","469.29","3128.6","2659.31","1844.55","Credit Card","Completed"
"O507824","2024-04-26 00:00:00","C202248","P100750","S3072","1","5947.96","0","0","5947.96","5947.96","5794.28","Wallet","Completed"
"O507825","2024-12-11 00:00:00","C200608","P100687","S3078","2","2842.66","0","0","5685.32","5685.32","285.74","Credit Card","Completed"
"O507826","2025-11-13 00:00:00","C200121","P100229","S3025","4","1693.83","5","338.77","6775.32","6436.55","-5000.77","Debit Card","Completed"
"O507827","2024-04-23 00:00:00","C203436","P100232","S3093","4","6359.41","10","2543.76","25437.64","22893.88","18730.92","Cash","Completed"
"O507828","2025-01-12 00:00:00","C204141","P100095","S3083","4","5118.52","5","1023.7","20474.08","19450.38","1987.86","Debit Card","Returned"
"O507829","2024-06-15 00:00:00","C200316","P100283","S3047","1","3717.38","20","743.48","3717.38","2973.9","1211.52","Cash","Completed"
"O507830","2025-03-29 00:00:00","C200942","P100285","S3065","3","3994.16","0","0","11982.48","11982.48","-2834.13","Cash","Completed"
"O507831","2025-09-02 00:00:00","C202023","P100730","S3101","5","4199.75","5","1049.94","20998.75","19948.81","2863.16","Cash","Completed"
"O507832","2025-10-17 00:00:00","C202847","P100056","S3099","4","3347.96","20","2678.37","13391.84","10713.47","7949.07","Cash","Completed"
"O507833","2025-12-09 00:00:00","C201054","P100085","S3079","3","2679.29","0","0","8037.87","8037.87","-4743.27","Cash","Completed"
"O507834","2025-07-13 00:00:00","C204079","P100338","S3067","4","956.91","0","0","3827.64","3827.64","308.76","UPI","Completed"
"O507835","2025-01-24 00:00:00","C202492","P100386","S3072","2","990.27","0","0","1980.54","1980.54","-4883.62","Credit Card","Completed"
"O507836","2024-10-29 00:00:00","C200159","P100515","S3097","1","3615.64","5","180.78","3615.64","3434.86","379.74","Cash","Completed"
"O507837","2025-03-31 00:00:00","C203016","P100701","S3029","2","3270.76","20","1308.3","6541.52","5233.22","3647.74","Wallet","Returned"
"O507838","2024-04-19 00:00:00","C204885","P100067","S3096","2","4673.47","0","0","9346.94","9346.94","2085.08","Credit Card","Returned"
"O507839","2024-05-14 00:00:00","C202101","P100320","S3110","2","2487.26","20","994.9","4974.52","3979.62","1324.1","UPI","Completed"
"O507840","2025-09-24 00:00:00","C201135","P100440","S3027","2","2404.43","5","240.44","4808.86","4568.42","1090.06","UPI","Completed"
"O507841","2024-10-12 00:00:00","C203219","P100580","S3100","2","6682.51","10","1336.5","13365.02","12028.52","5755.02","Credit Card","Completed"
"O507842","2025-02-11 00:00:00","C203031","P100344","S3096","2","6878.07","15","2063.42","13756.14","11692.72","3616.58","Wallet","Completed"
"O507843","2024-12-01 00:00:00","C204334","P100457","S3000","2","7268.28","5","726.83","14536.56","13809.73","13113.09","Cash","Completed"
"O507844","2024-08-07 00:00:00","C202651","P100567","S3032","1","4855.31","5","242.77","4855.31","4612.54","819.53","Cash","Completed"
"O507845","2025-08-16 00:00:00","C204768","P100125","S3028","5","3539.86","10","1769.93","17699.3","15929.37","8230.52","Cash","Completed"
"O507846","2024-09-08 00:00:00","C201949","P100529","S3054","2","3489.79","0","0","6979.58","6979.58","5608.48","UPI","Completed"
"O507847","2025-10-30 00:00:00","C204334","P100425","S3042","5","3897.77","5","974.44","19488.85","18514.41","8647.61","Debit Card","Returned"
"O507848","2025-07-14 00:00:00","C204063","P100280","S3019","2","2569.65","20","1027.86","5139.3","4111.44","-3187.54","Debit Card","Completed"
"O507849","2025-12-28 00:00:00","C202374","P100486","S3041","3","160.24","5","24.04","480.72","456.68","-9095.62","Debit Card","Completed"
"O507850","2024-06-03 00:00:00","C201679","P100698","S3020","3","5680.12","10","1704.04","17040.36","15336.32","2647.61","UPI","Completed"
"O507851","2024-02-03 00:00:00","C203973","P100574","S3070","4","2775.87","5","555.17","11103.48","10548.31","7330.47","UPI","Completed"
"O507852","2025-12-20 00:00:00","C201223","P100578","S3010","2","4370.3","15","1311.09","8740.6","7429.51","-1006.61","Credit Card","Completed"
"O507853","2025-02-05 00:00:00","C203267","P100021","S3004","4","1347.77","20","1078.22","5391.08","4312.86","-14592.82","Wallet","Returned"
"O507854","2024-05-22 00:00:00","C201481","P100300","S3017","3","6744.26","15","3034.92","20232.78","17197.86","7669.2","Debit Card","Completed"
"O507855","2024-12-19 00:00:00","C202796","P100770","S3051","2","1402.27","0","0","2804.54","2804.54","-4701.38","Cash","Completed"
"O507856","2025-05-01 00:00:00","C203433","P100438","S3062","2","4610.63","15","1383.19","9221.26","7838.07","2994.17","Cash","Completed"
"O507857","2025-06-22 00:00:00","C204918","P100197","S3041","1","573.2","0","0","573.2","573.2","-808.32","UPI","Completed"
"O507858","2025-03-16 00:00:00","C202000","P100371","S3110","4","5369.01","5","1073.8","21476.04","20402.24","17437.16","Wallet","Completed"
"O507859","2025-09-26 00:00:00","C203188","P100763","S3101","1","787.17","10","78.72","787.17","708.45","450.79","Cash","Completed"
"O507860","2024-08-13 00:00:00","C202847","P100617","S3065","2","2264.08","10","452.82","4528.16","4075.34","548.96","Wallet","Completed"
"O507861","2025-03-15 00:00:00","C201082","P100073","S3072","5","2216.98","5","554.24","11084.9","10530.66","-10786.7","Debit Card","Completed"
"O507862","2025-08-12 00:00:00","C203349","P100450","S3113","2","5641.89","0","0","11283.78","11283.78","11003.28","UPI","Completed"
"O507863","2024-02-27 00:00:00","C201762","P100596","S3041","2","3262.09","15","978.63","6524.18","5545.55","1018.25","Wallet","Completed"
"O507864","2024-05-08 00:00:00","C200668","P100470","S3004","3","5517.79","0","0","16553.37","16553.37","12354.9","UPI","Completed"
"O507865","2025-01-18 00:00:00","C203521","P100002","S3027","3","7504.11","0","0","22512.33","22512.33","11409.24","Credit Card","Completed"
"O507866","2025-05-24 00:00:00","C200990","P100090","S3025","5","5906.45","10","2953.23","29532.25","26579.02","9495.53","UPI","Completed"
"O507867","2025-04-26 00:00:00","C203082","P100181","S3103","5","6892.31","20","6892.31","34461.55","27569.24","8483.89","Debit Card","Completed"
"O507868","2025-04-27 00:00:00","C202392","P100796","S3040","1","5286.24","0","0","5286.24","5286.24","1630.21","Credit Card","Returned"
"O507869","2024-06-28 00:00:00","C200284","P100089","S3044","1","4817.94","15","722.69","4817.94","4095.25","592.77","Debit Card","Completed"
"O507870","2025-12-04 00:00:00","C203060","P100589","S3092","5","4497.05","10","2248.52","22485.25","20236.72","13474.68","Debit Card","Completed"
"O507871","2024-10-26 00:00:00","C200554","P100293","S3008","2","1204.42","10","240.88","2408.84","2167.96","-6848.98","Wallet","Completed"
"O507872","2025-06-11 00:00:00","C202440","P100575","S3103","5","4367.95","10","2183.98","21839.75","19655.78","-5158.17","Wallet","Cancelled"
"O507873","2025-09-09 00:00:00","C203113","P100785","S3020","2","3507.21","15","1052.16","7014.42","5962.26","-2918.3","UPI","Completed"
"O507874","2024-06-09 00:00:00","C203032","P100788","S3068","1","3000.16","5","150.01","3000.16","2850.15","-1238.79","Debit Card","Completed"
"O507875","2024-06-20 00:00:00","C203988","P100076","S3070","2","690.3","20","276.12","1380.6","1104.48","-4860.36","UPI","Completed"
"O507876","2025-03-16 00:00:00","C204396","P100557","S3080","2","1347.4","15","404.22","2694.8","2290.58","-2414.96","Wallet","Completed"
"O507877","2024-12-28 00:00:00","C204524","P100306","S3049","1","2654.82","15","398.22","2654.82","2256.6","1030.76","Credit Card","Completed"
"O507878","2024-08-19 00:00:00","C201808","P100013","S3098","4","4755.55","20","3804.44","19022.2","15217.76","7408.08","Credit Card","Completed"
"O507879","2025-06-15 00:00:00","C201055","P100439","S3011","4","4140.33","0","0","16561.32","16561.32","15853.6","Wallet","Completed"
"O507880","2024-02-03 00:00:00","C200902","P100200","S3102","1","3717.18","0","0","3717.18","3717.18","1413.84","Cash","Completed"
"O507881","2024-04-18 00:00:00","C203801","P100088","S3059","2","1827.25","20","730.9","3654.5","2923.6","-5462.84","Wallet","Completed"
"O507882","2024-08-02 00:00:00","C204372","P100404","S3042","3","5644.86","10","1693.46","16934.58","15241.12","9048.55","Cash","Completed"
"O507883","2025-07-10 00:00:00","C202542","P100580","S3059","2","6682.51","15","2004.75","13365.02","11360.27","5086.77","Debit Card","Completed"
"O507884","2024-11-25 00:00:00","C202474","P100792","S3044","1","3378.72","15","506.81","3378.72","2871.91","1573.32","Cash","Completed"
"O507885","2025-06-17 00:00:00","C200942","P100644","S3059","4","3558.07","0","0","14232.28","14232.28","9754.72","Cash","Returned"
"O507886","2024-02-13 00:00:00","C204263","P100510","S3074","4","3485.05","20","2788.04","13940.2","11152.16","-6131.24","UPI","Completed"
"O507887","2025-04-14 00:00:00","C203574","P100742","S3042","2","4128.14","20","1651.26","8256.28","6605.02","-1164.04","Cash","Completed"
"O507888","2025-11-10 00:00:00","C201469","P100667","S3094","3","5440.42","5","816.06","16321.26","15505.2","10807.32","Credit Card","Completed"
"O507889","2024-03-08 00:00:00","C200722","P100186","S3091","5","727.26","15","545.45","3636.3","3090.86","-12421.24","Cash","Completed"
"O507890","2024-11-21 00:00:00","C203670","P100168","S3044","1","4557.42","15","683.61","4557.42","3873.81","2685.53","Cash","Completed"
"O507891","2024-05-01 00:00:00","C204798","P100538","S3011","2","647.96","20","259.18","1295.92","1036.74","-2264.64","Debit Card","Completed"
"O507892","2024-09-12 00:00:00","C202940","P100019","S3065","3","5119.43","15","2303.74","15358.29","13054.55","6703.49","Cash","Completed"
"O507893","2024-08-06 00:00:00","C202451","P100527","S3016","5","3046.46","0","0","15232.3","15232.3","-2155.5","Wallet","Completed"
